time;Storage_PV5_H0-A;Storage_PV5_G2-A;Storage_PV5_H0-G;Storage_PV5_G4-A
10.04.2016 04:30;0.00820914;0.0115357;0;0.0132035
10.04.2016 04:45;0.00697762;0.0114489;0;0.0183376
10.04.2016 05:00;0.00656731;0.0100612;0;0.0140875
10.04.2016 05:15;0.00779854;0.0115357;0;0.0202643
10.04.2016 05:30;0.00861945;0.00893363;0;0.0134869
10.04.2016 05:45;0.0135449;0.0102347;0;0.0137135
10.04.2016 06:00;0.0102613;0.0108418;0;0.0133168
10.04.2016 06:15;0.00697762;0.0098877;0;0.0102342
10.04.2016 06:30;0.00779854;0.0105816;0;0.0190176
10.04.2016 06:45;0.00738823;0.00910708;0;0.0150509
10.04.2016 07:00;0.00697762;0.010148;0;0.024537
10.04.2016 07:15;0.0344784;0.00980098;0;0.0160936
10.04.2016 07:30;0.0508964;0.00893363;0;0.0111634
10.04.2016 07:45;0.0459709;0.012403;0;0.0198903
10.04.2016 08:00;0.0455606;0.0154388;0;0.0117641
10.04.2016 08:15;0.0262692;0.0184744;0;0.0204909
10.04.2016 08:30;0.0262692;0.041806;0;0.0288438
10.04.2016 08:45;0.0303738;0.0296632;0;0.026067
10.04.2016 09:00;0.0197019;0.0354743;0;0.0266337
10.04.2016 09:15;0.0344784;0.0343468;0;0.0192103
10.04.2016 09:30;0.0160077;0.0330459;0;0.0193009
10.04.2016 09:45;0.0361202;0.0377295;0;0.0181902
10.04.2016 10:00;0.0747029;0.0409387;0;0.0176576
10.04.2016 10:15;0.086606;0.0378162;0.0126973;0.0188135
10.04.2016 10:30;0.0681356;0.048658;0.0253946;0.0169776
10.04.2016 10:45;0.0500755;0.049005;0.0178081;0.0185642
10.04.2016 11:00;0.0266796;0.0425866;0.0513292;0.0221003
10.04.2016 11:15;0.0283214;0.0489183;0.0696757;0.0223609
10.04.2016 11:30;0.0229856;0.0547294;0.0530454;0.022157
10.04.2016 11:45;0.041456;0.0686069;0.0541735;0.0179409
10.04.2016 12:00;0.0890687;0.0508264;0.0293307;0.018451
10.04.2016 12:15;0.082912;0.0511733;0.0534242;0.0155042
10.04.2016 12:30;0.0919421;0.0548161;0.0387585;0.0151642
10.04.2016 12:45;0.0714192;0.061061;0.0240934;0.0149375
10.04.2016 13:00;0.0488442;0.0521274;0.0178081;0.0148242
10.04.2016 13:15;0.0340678;0.0599335;0.0293307;0.0130336
10.04.2016 13:30;0.0307841;0.0616682;0.135132;0.0157876
10.04.2016 13:45;0.0537697;0.055857;0.209506;0.0114809
10.04.2016 14:00;0.0923524;0.0624488;0.113133;0.0155042
10.04.2016 14:15;0.0525382;0.0517805;0.281786;0.0122402
10.04.2016 14:30;0.022575;0.052908;0.171795;0.0148469
10.04.2016 14:45;0.0275005;0.05126;0.0977036;0.0127502
10.04.2016 15:00;0.0197019;0.0510866;0.083798;0.0141669
10.04.2016 15:15;0.0406351;0.0518672;0.0819557;0.0117075
10.04.2016 15:30;0.134219;0.0628825;0.0801135;0.0144275
10.04.2016 15:45;0.04515;0.0520406;0.0743746;0.0124102
10.04.2016 16:00;0.0447397;0.0587192;0.0471388;0.0144842
10.04.2016 16:15;0.0233959;0.0546427;0.0408534;0.0127502
10.04.2016 16:30;0.0311947;0.0520406;0.0900878;0.0148808
10.04.2016 16:45;0.031605;0.0584591;0.0492337;0.0130108
10.04.2016 17:00;0.0357096;0.0569845;0.0659943;0.0188702
10.04.2016 17:15;0.0336575;0.0549029;0.0471388;0.0254274
10.04.2016 17:30;0.0279111;0.0575049;0.042949;0.0293552
10.04.2016 17:45;0.0357096;0.0528213;0.0522462;0.0138109
10.04.2016 18:00;0.0361202;0.054209;0;0.0142575
10.04.2016 18:15;0.0352993;0.0566375;0;0.0115941
10.04.2016 18:30;0.0394036;0.0508264;0;0.0145409
10.04.2016 18:45;0.0853748;0.05551;0;0.0120702
10.04.2016 19:00;0.0586952;0.0562906;0;0.0155042
10.04.2016 19:15;0.100151;0.0545559;0;0.0120702
10.04.2016 19:30;0.101382;0.0503059;0;0.0143709
10.04.2016 19:45;0.0788074;0.0545559;0;0.0134076
10.04.2016 20:00;0.0435081;0.0496121;0;0.0130901
10.04.2016 20:15;0.0632101;0.0539488;0;0.0139969
10.04.2016 20:30;0.0455606;0.0601937;0;0.0120475
10.04.2016 20:45;0.0365305;0.0514336;0;0.0151076
10.04.2016 21:00;0.0771656;0.0545559;0;0.0132942
10.04.2016 21:15;0.0878375;0.0506529;0;0.0149942
10.04.2016 21:30;0.0722401;0.0474437;0;0.0125575
10.04.2016 21:45;0.082912;0.0519539;0;0.0158669
10.04.2016 22:00;0.0853748;0.0510866;0;0.0111634
10.04.2016 22:15;0.0258586;0.0518672;0;0.0154475
10.04.2016 22:30;0.0775759;0.0477039;0;0.0115035
10.04.2016 22:45;0.0611579;0.0439744;0;0.0147902
10.04.2016 23:00;0.0418663;0.0474437;0;0.0124442
10.04.2016 23:15;0.0517173;0.0458825;0;0.0172043
10.04.2016 23:30;0.022575;0.0469233;0;0.0113335
10.04.2016 23:45;0.0504861;0.0464029;0;0.0194709
11.04.2016 00:00;0.031605;0.0443213;0;0.0192103
11.04.2016 00:15;0.032426;0.0417192;0;0.0161275
11.04.2016 00:30;0.0295529;0.0398978;0;0.0193009
11.04.2016 00:45;0.0279111;0.0331326;0;0.0107668
11.04.2016 01:00;0.0250377;0.0275815;0;0.0153002
11.04.2016 01:15;0.0192913;0.0260204;0;0.0122969
11.04.2016 01:30;0.0147765;0.0249795;0;0.0139969
11.04.2016 01:45;0.00985097;0.0176938;0;0.0125801
11.04.2016 02:00;0.0119031;0.0106683;0;0.0127276
11.04.2016 02:15;0.00820914;0.010148;0;0.0135436
11.04.2016 02:30;0.00903005;0.0103214;0;0.0108575
11.04.2016 02:45;0.00820914;0.0104949;0;0.0132942
11.04.2016 03:00;0.0106719;0.00971425;0;0.0118208
11.04.2016 03:15;0.0114928;0.00728567;0;0.0127842
11.04.2016 03:30;0.00861945;0.00823974;0;0.0136569
11.04.2016 03:45;0.00820914;0.0104949;0;0.0120135
11.04.2016 04:00;0.00985097;0.0098877;0;0.0148808
11.04.2016 04:15;0.00656731;0.0102347;0;0.0157535
11.04.2016 04:30;0.00738823;0.0095408;0;0.0183036
11.04.2016 04:45;0.00656731;0.0102347;0;0.0153908
11.04.2016 05:00;0.00697762;0.00893363;0;0.018451
11.04.2016 05:15;0.00779854;0.00867346;0;0.0108575
11.04.2016 05:30;0.0139555;0.00919381;0;0.0149036
11.04.2016 05:45;0.0213438;0.00910708;0;0.0122741
11.04.2016 06:00;0.00861945;0.00893363;0;0.029501
11.04.2016 06:15;0.00779854;0.00919381;0;0.024707
11.04.2016 06:30;0.00779854;0.00902036;0;0.0300905
11.04.2016 06:45;0.00820914;0.0123163;0;0.0246503
11.04.2016 07:00;0.0192913;0.0155255;0;0.0418772
11.04.2016 07:15;0.0804493;0.0150051;0;0.0554548
11.04.2016 07:30;0.0525382;0.014051;0;0.0560215
11.04.2016 07:45;0.0496651;0.0150051;0;0.0576648
11.04.2016 08:00;0.0558219;0.0139643;0;0.0614048
11.04.2016 08:15;0.0533591;0.0137041;0.0156956;0.0613482
11.04.2016 08:30;0.0410454;0.0169132;0.0146657;0.0649409
11.04.2016 08:45;0.103435;0.0438876;0.0136176;0.0655983
11.04.2016 09:00;0.102203;0.0358213;0.023046;0.0804112
11.04.2016 09:15;0.0878375;0.033306;0.0157131;0.0678309
11.04.2016 09:30;0.0812702;0.0366887;0.077517;0.069735
11.04.2016 09:45;0.0697774;0.0530814;0.0345687;0.0674343
11.04.2016 10:00;0.0332469;0.0464029;0.0345687;0.0644876
11.04.2016 10:15;0.0381724;0.0476172;0.0419015;0.0652582
11.04.2016 10:30;0.0373514;0.0495253;0.0460913;0.0650882
11.04.2016 10:45;0.0307841;0.05126;0.0534242;0.0650882
11.04.2016 11:00;0.04515;0.0467498;0.0597095;0.0653149
11.04.2016 11:15;0.0385827;0.0548161;0.113133;0.0635242
11.04.2016 11:30;0.0303738;0.0491784;0.0335212;0.0652582
11.04.2016 11:45;0.0422769;0.0482244;0.0513292;0.0616316
11.04.2016 12:00;0.028732;0.0521274;0.0356161;0.0631048
11.04.2016 12:15;0.0344784;0.0581121;0.0450439;0.0641475
11.04.2016 12:30;0.0463815;0.0553366;0.037711;0.117367
11.04.2016 12:45;0.0295529;0.0559437;0.0544716;0.234234
11.04.2016 13:00;0.0365305;0.0518672;0.0555191;0.248415
11.04.2016 13:15;0.0558219;0.0575049;0.0544716;0.237107
11.04.2016 13:30;0.0825014;0.0590661;0.0387585;0.225799
11.04.2016 13:45;0.103024;0.0513467;0.0356161;0.21449
11.04.2016 14:00;0.0857851;0.0555967;0.0408534;0.203182
11.04.2016 14:15;0.0935839;0.0490917;0.0324737;0.189636
11.04.2016 14:30;0.060337;0.0496121;0.0293307;0.17609
11.04.2016 14:45;0.0426872;0.0492652;0.060757;0.162545
11.04.2016 15:00;0.0463815;0.0518672;0.133037;0.148999
11.04.2016 15:15;0.10795;0.0520406;0.139321;0.111316
11.04.2016 15:30;0.100972;0.0544692;0.124656;0.0736329
11.04.2016 15:45;0.0997406;0.0559437;0.100563;0.0553415
11.04.2016 16:00;0.10836;0.0495253;0.137227;0.0595574
11.04.2016 16:15;0.0669043;0.0487447;0.102658;0.0535847
11.04.2016 16:30;0.0619789;0.0464897;0.107896;0.0597615
11.04.2016 16:45;0.0837329;0.0493519;0.121513;0.0536074
11.04.2016 17:00;0.05418;0.0482244;0.115229;0.0652582
11.04.2016 17:15;0.0328366;0.0478774;0.0743746;0.0551148
11.04.2016 17:30;0.0369408;0.0519539;0.0754221;0.0551374
11.04.2016 17:45;0.0336575;0.0510866;0.0680893;0.0583448
11.04.2016 18:00;0.0435081;0.0504794;0.0817075;0.053834
11.04.2016 18:15;0.0389933;0.0528213;0.0932301;0.0449372
11.04.2016 18:30;0.0447397;0.0552498;0.108943;0.0483147
11.04.2016 18:45;0.0369408;0.0525611;0.0701848;0.0452206
11.04.2016 19:00;0.0328366;0.0524744;0.0261884;0.0414013
11.04.2016 19:15;0.0357096;0.0496121;0.0387585;0.0392705
11.04.2016 19:30;0.0693671;0.0490917;0.0136176;0.0310311
11.04.2016 19:45;0.0406351;0.0538621;0.0534242;0.0253644
11.04.2016 20:00;0.0488442;0.0537753;0.172843;0.0257838
11.04.2016 20:15;0.086606;0.0513467;0.121513;0.0266677
11.04.2016 20:30;0.106308;0.0523876;0.124656;0.0248203
11.04.2016 20:45;0.032426;0.0455356;0.117324;0.0251603
11.04.2016 21:00;0.0521279;0.0495253;0.0544716;0.0123875
11.04.2016 21:15;0.0320156;0.0534284;0.0408534;0.0115374
11.04.2016 21:30;0.0430978;0.0539488;0.0481863;0.0104269
11.04.2016 21:45;0.0472024;0.0517805;0.042949;0.0111408
11.04.2016 22:00;0.051307;0.0504794;0.0733272;0.0103702
11.04.2016 22:15;0.0476127;0.0506529;0.0701848;0.0128975
11.04.2016 22:30;0.0533591;0.0448417;0.0754221;0.0109708
11.04.2016 22:45;0.0537697;0.0453621;0.0659943;0.00955418
11.04.2016 23:00;0.0455606;0.0496989;0.0586615;0.0108802
11.04.2016 23:15;0.0443291;0.0496121;0.039806;0.00940677
11.04.2016 23:30;0.0303738;0.0440611;0.039806;0.0105741
11.04.2016 23:45;0.0270902;0.0423264;0.0240934;0.00969016
12.04.2016 00:00;0.028732;0.0430203;0.0345687;0.00995081
12.04.2016 00:15;0.028732;0.0398978;0.0261884;0.00881749
12.04.2016 00:30;0.0197019;0.0357346;0.0345687;0.0146543
12.04.2016 00:45;0.0209332;0.0320918;0.037711;0.0153908
12.04.2016 01:00;0.0221647;0.0327856;0.0324737;0.0150735
12.04.2016 01:15;0.0201122;0.0262805;0.023046;0.0140535
12.04.2016 01:30;0.0131346;0.0201224;0.0303782;0.0100301
12.04.2016 01:45;0.0119031;0.0150051;0.0282833;0.00963349
12.04.2016 02:00;0.0106719;0.0100612;0.0356161;0.0104269
12.04.2016 02:15;0.00820914;0.0108418;0.0345687;0.0103135
12.04.2016 02:30;0.00738823;0.0118827;0.0293307;0.00978077
12.04.2016 02:45;0.00779854;0.0117958;0.0261884;0.00938415
12.04.2016 03:00;0.00738823;0.0110153;0.00739966;0.0107668
12.04.2016 03:15;0.0131346;0.00928063;0;0.0102001
12.04.2016 03:30;0.0119031;0.00780611;0;0.00989413
12.04.2016 03:45;0.00903005;0.00910708;0;0.0109368
12.04.2016 04:00;0.00697762;0.0102347;0;0.0108235
12.04.2016 04:15;0.00738823;0.0115357;0;0.00997343
12.04.2016 04:30;0.00738823;0.0115357;0;0.0110502
12.04.2016 04:45;0.00656731;0.010755;0;0.0110275
12.04.2016 05:00;0.00779854;0.0109285;0;0.00972409
12.04.2016 05:15;0.00697762;0.0102347;0;0.0124442
12.04.2016 05:30;0.00656731;0.00945408;0;0.0107442
12.04.2016 05:45;0.00944036;0.00962753;0;0.0117302
12.04.2016 06:00;0.00903005;0.0112755;0;0.021817
12.04.2016 06:15;0.00861945;0.0102347;0.0153497;0.0299771
12.04.2016 06:30;0.00779854;0.00910708;0.0178081;0.0305211
12.04.2016 06:45;0.0168286;0.0125765;0.0178081;0.0303737
12.04.2016 07:00;0.0205228;0.0156122;0.0157131;0.0444839
12.04.2016 07:15;0.0681356;0.0152652;0.0125702;0.050264
12.04.2016 07:30;0.0627998;0.016653;0.0157131;0.0584241
12.04.2016 07:45;0.0599264;0.0155255;0.0209505;0.0547181
12.04.2016 08:00;0.0537697;0.0150051;0.0178081;0.0600448
12.04.2016 08:15;0.0472024;0.0148316;0.0188555;0.0604642
12.04.2016 08:30;0.0410454;0.0212499;0.0157131;0.0572682
12.04.2016 08:45;0.0632101;0.0418928;0.0115227;0.0596141
12.04.2016 09:00;0.110002;0.034954;0.0157131;0.0581975
12.04.2016 09:15;0.0710089;0.0411989;0.0219979;0.0591949
12.04.2016 09:30;0.10795;0.0379897;0.0240934;0.0705283
12.04.2016 09:45;0.0890687;0.0513467;0.0209505;0.074291
12.04.2016 10:00;0.0357096;0.0438876;0.0178081;0.0561575
12.04.2016 10:15;0.0381724;0.0460559;0.0167606;0.287849
12.04.2016 10:30;0.031605;0.0542958;0.0314257;0.433401
12.04.2016 10:45;0.0291423;0.0524744;0.0586615;0.448524
12.04.2016 11:00;0.0422769;0.0496121;0.0157131;0.463648
12.04.2016 11:15;0.0456242;0.0527345;0.0157131;0.452862
12.04.2016 11:30;0.442075;0.047357;0.0125702;0.442075
12.04.2016 11:45;0.431289;0.256249;0.0157131;0.431289
12.04.2016 12:00;0.420503;0.420503;0.0219979;0.420503
12.04.2016 12:15;0.440525;0.440525;0.0188555;0.440525
12.04.2016 12:30;0.460546;0.460546;0.0136176;0.460546
12.04.2016 12:45;0.480568;0.480568;0.0146657;0.480568
12.04.2016 13:00;0.50059;0.50059;0.0125702;0.50059
12.04.2016 13:15;0.442058;0.442058;0.0356161;0.442058
12.04.2016 13:30;0.383527;0.383527;0.0659943;0.383527
12.04.2016 13:45;0.324996;0.324996;0.0167606;0.324996
12.04.2016 14:00;0.266465;0.266465;0.0649818;0.266465
12.04.2016 14:15;0.245554;0.245554;0.245554;0.245554
12.04.2016 14:30;0.224643;0.224643;0.224643;0.224643
12.04.2016 14:45;0.203732;0.203732;0.203732;0.203732
12.04.2016 15:00;0.182821;0.182821;0.182821;0.182821
12.04.2016 15:15;0.153427;0.153427;0.153427;0.153427
12.04.2016 15:30;0.124033;0.124033;0.124033;0.124033
12.04.2016 15:45;0.0946394;0.0946394;0.257693;0.0946394
12.04.2016 16:00;0.0652454;0.0652454;0.111038;0.0652454
12.04.2016 16:15;0.0626848;0.0626848;0.200079;0.0626848
12.04.2016 16:30;0.0601242;0.0601242;0.0701848;0.0601242
12.04.2016 16:45;0.0575636;0.0575636;0.0146657;0.0575636
12.04.2016 17:00;0.0550029;0.0550029;0.0136176;0.0550029
12.04.2016 17:15;0.0408189;0.05126;0.0219979;0.0525647
12.04.2016 17:30;0.0266348;0.0465764;0.0219979;0.0503207
12.04.2016 17:45;0.0365305;0.0464029;0.0251409;0.0529274
12.04.2016 18:00;0.0233959;0.0477906;0.0314257;0.046354
12.04.2016 18:15;0.0340678;0.0560305;0.145607;0.0400072
12.04.2016 18:30;0.0254483;0.0531683;0.124656;0.0380012
12.04.2016 18:45;0.0311947;0.0529947;0.209506;0.0387038
12.04.2016 19:00;0.0443291;0.05126;0.039806;0.0423307
12.04.2016 19:15;0.0270902;0.0537753;0.0314257;0.0415145
12.04.2016 19:30;0.0435081;0.0519539;0.0492337;0.0324138
12.04.2016 19:45;0.0398142;0.051607;0.0366636;0.0290137
12.04.2016 20:00;0.0394036;0.0543825;0.0827549;0.0271777
12.04.2016 20:15;0.0459709;0.0591529;0.039806;0.024367
12.04.2016 20:30;0.0258586;0.0534284;0.0419015;0.0190743
12.04.2016 20:45;0.0361202;0.0549029;0.0701848;0.0100075
12.04.2016 21:00;0.0217541;0.0515203;0.0618045;0.00972409
12.04.2016 21:15;0.0472024;0.0505662;0.0659943;0.0104269
12.04.2016 21:30;0.0443291;0.0484845;0.0670418;0.0102908
12.04.2016 21:45;0.0447397;0.0511733;0.0471388;0.0116735
12.04.2016 22:00;0.0385827;0.0459692;0.060757;0.00881749
12.04.2016 22:15;0.0426872;0.0498723;0.0796125;0.0124442
12.04.2016 22:30;0.0566428;0.0482244;0.0974206;0.00972409
12.04.2016 22:45;0.0804493;0.0450151;0.0911352;0.00983745
12.04.2016 23:00;0.127241;0.0470968;0.039806;0.00961086
12.04.2016 23:15;0.0455606;0.0438009;0.0471388;0.00929341
12.04.2016 23:30;0.0357096;0.0482244;0.0701848;0.00889679
12.04.2016 23:45;0.0500755;0.0440611;0.0534242;0.00929341
13.04.2016 00:00;0.0426872;0.0426734;0.0712322;0.00901015
13.04.2016 00:15;0.0443291;0.0424998;0.0282833;0.00989413
13.04.2016 00:30;0.0459709;0.0415458;0.0209505;0.0091235
13.04.2016 00:45;0.0352993;0.0377295;0.0136176;0.00910076
13.04.2016 01:00;0.0275005;0.0259336;0.0146657;0.00952013
13.04.2016 01:15;0.0147765;0.025153;0.00942776;0.0128975
13.04.2016 01:30;0.0147765;0.0272346;0.0104752;0.0133509
13.04.2016 01:45;0.0110822;0.0177805;0.00418986;0.0121608
13.04.2016 02:00;0.00861945;0.0112755;0.0125702;0.0102908
13.04.2016 02:15;0.0102613;0.0116224;0.0146657;0.00850016
13.04.2016 02:30;0.0139555;0.0109285;0.0115227;0.00918018
13.04.2016 02:45;0.012724;0.00980098;0.00418986;0.00810341
13.04.2016 03:00;0.0123137;0.00902036;0.00418986;0.00910076
13.04.2016 03:15;0.00903005;0.00797956;0.019903;0.00833013
13.04.2016 03:30;0.00944036;0.00876018;0.0104752;0.00927079
13.04.2016 03:45;0.00697762;0.0108418;0.0083803;0.00827345
13.04.2016 04:00;0.00615671;0.0108418;0.00733283;0.00957681
13.04.2016 04:15;0.00820914;0.0102347;0.0083803;0.00878343
13.04.2016 04:30;0.00903005;0.00980098;0.0115227;0.00978077
13.04.2016 04:45;0.0102613;0.0104949;0.0104752;0.00872675
13.04.2016 05:00;0.00861945;0.00919381;0.0115227;0.00949751
13.04.2016 05:15;0.00903005;0.010148;0.00418986;0.00901015
13.04.2016 05:30;0.00615671;0.00971425;0.00733283;0.0101435
13.04.2016 05:45;0.0057464;0.00997443;0.0167606;0.0176576
13.04.2016 06:00;0.00656731;0.00902036;0.0104752;0.0205476
13.04.2016 06:15;0.00820914;0.00902036;0.00418986;0.0291837
13.04.2016 06:30;0.00656731;0.00884691;0.0083803;0.0286171
13.04.2016 06:45;0.00697762;0.0112755;0.0146657;0.025387
13.04.2016 07:00;0.00492548;0.0148316;0.0167606;0.0344312
13.04.2016 07:15;0.0615683;0.0139643;0.0136176;0.0536641
13.04.2016 07:30;0.0472024;0.0154388;0.0083803;0.0529841
13.04.2016 07:45;0.0369408;0.0148316;0.0104752;0.0548881
13.04.2016 08:00;0.0258586;0.0138775;0.0188555;0.0529274
13.04.2016 08:15;0.022575;0.0135305;0.023046;0.0559874
13.04.2016 08:30;0.0311947;0.014051;0.0146657;0.0575514
13.04.2016 08:45;0.018881;0.0536886;0.0104752;0.0583108
13.04.2016 09:00;0.0184704;0.0330459;0.0209505;0.0589908
13.04.2016 09:15;0.0266796;0.0425866;0.0188555;0.0595009
13.04.2016 09:30;0.0233959;0.0539488;0.0188555;0.0593081
13.04.2016 09:45;0.0488442;0.0487447;0.0167606;0.0576307
13.04.2016 10:00;0.0771656;0.0509131;0.0125702;0.0573814
13.04.2016 10:15;0.193735;0.0459692;0.0492337;0.0576307
13.04.2016 10:30;0.163361;0.0518672;0.123609;0.0592175
13.04.2016 10:45;0.04515;0.0584591;0.0439964;0.0563048
13.04.2016 11:00;0.0455606;0.0457958;0.0827549;0.11394
13.04.2016 11:15;0.0344784;0.0521274;0.0240934;0.13592
13.04.2016 11:30;0.0229856;0.0426734;0.0324737;0.147172
13.04.2016 11:45;0.0172392;0.0475305;0.0188555;0.158424
13.04.2016 12:00;0.0275005;0.0495253;0.0335212;0.169676
13.04.2016 12:15;0.210107;0.161752;0.057614;0.220191
13.04.2016 12:30;0.270707;0.270707;0.0272358;0.270707
13.04.2016 12:45;0.321222;0.321222;0.187103;0.321222
13.04.2016 13:00;0.371737;0.371737;0.371737;0.371737
13.04.2016 13:15;0.361962;0.361962;0.361962;0.361962
13.04.2016 13:30;0.352186;0.352186;0.352186;0.352186
13.04.2016 13:45;0.34241;0.34241;0.34241;0.34241
13.04.2016 14:00;0.332634;0.332634;0.332634;0.332634
13.04.2016 14:15;0.320065;0.320065;0.320065;0.320065
13.04.2016 14:30;0.307495;0.307495;0.307495;0.307495
13.04.2016 14:45;0.294925;0.294925;0.294925;0.294925
13.04.2016 15:00;0.282356;0.282356;0.282356;0.282356
13.04.2016 15:15;0.24022;0.24022;0.24022;0.24022
13.04.2016 15:30;0.198085;0.198085;0.198085;0.198085
13.04.2016 15:45;0.155949;0.155949;0.155949;0.155949
13.04.2016 16:00;0.113813;0.113813;0.113813;0.113813
13.04.2016 16:15;0.105603;0.105603;0.105603;0.105603
13.04.2016 16:30;0.0973931;0.0973931;0.0973931;0.0973931
13.04.2016 16:45;0.0891829;0.0891829;0.0891829;0.0891829
13.04.2016 17:00;0.0809727;0.0809727;0.0809727;0.0809727
13.04.2016 17:15;0.0602962;0.0602962;0.0602962;0.0602962
13.04.2016 17:30;0.0396197;0.0523876;0.0460913;0.0584241
13.04.2016 17:45;0.0258586;0.04701;0.0460913;0.051828
13.04.2016 18:00;0.0217541;0.0508264;0.037711;0.047544
13.04.2016 18:15;0.0283214;0.0484845;0.0387585;0.0416506
13.04.2016 18:30;0.0279111;0.05551;0.0481863;0.0381146
13.04.2016 18:45;0.0336575;0.0468366;0.0974206;0.0354512
13.04.2016 19:00;0.031605;0.0464029;0.0544716;0.0412313
13.04.2016 19:15;0.0262692;0.0511733;0.0513292;0.0371739
13.04.2016 19:30;0.0410454;0.0514336;0.0492337;0.0359612
13.04.2016 19:45;0.0340678;0.0506529;0.0555191;0.0313938
13.04.2016 20:00;0.0217541;0.0576784;0.08066;0.0327311
13.04.2016 20:15;0.032426;0.0576784;0.0932301;0.0315411
13.04.2016 20:30;0.0254483;0.05126;0.060757;0.0325611
13.04.2016 20:45;0.0357096;0.0574182;0.0628519;0.027257
13.04.2016 21:00;0.0279111;0.0511733;0.109991;0.0167736
13.04.2016 21:15;0.0447397;0.0529947;0.060757;0.0115941
13.04.2016 21:30;0.0385827;0.051607;0.0701848;0.0126709
13.04.2016 21:45;0.0385827;0.0519539;0.112086;0.0122741
13.04.2016 22:00;0.0570534;0.0501325;0.0785651;0.0117868
13.04.2016 22:15;0.0418663;0.0478774;0.0628519;0.0125235
13.04.2016 22:30;0.0381724;0.0503059;0.0785651;0.0128069
13.04.2016 22:45;0.0402245;0.0487447;0.104753;0.0131809
13.04.2016 23:00;0.0463815;0.0504794;0.0984681;0.00972409
13.04.2016 23:15;0.0447397;0.0480509;0.08066;0.00995081
13.04.2016 23:30;0.0394036;0.0452754;0.0817075;0.00821677
13.04.2016 23:45;0.0275005;0.0451019;0.0743746;0.0113675
14.04.2016 00:00;0.0295529;0.0438009;0.0597095;0.00969016
14.04.2016 00:15;0.0295529;0.0416325;0.0858973;0.00963349
14.04.2016 00:30;0.0311947;0.0387703;0.060757;0.0105741
14.04.2016 00:45;0.0242168;0.0336529;0.0638994;0.00969016
14.04.2016 01:00;0.0184704;0.0273213;0.0618045;0.0112768
14.04.2016 01:15;0.0151868;0.0277551;0.0523767;0.00957681
14.04.2016 01:30;0.00861945;0.0263673;0.057614;0.00944083
14.04.2016 01:45;0.00820914;0.0185612;0.0628519;0.00804673
14.04.2016 02:00;0.00738823;0.010755;0.0659943;0.0109368
14.04.2016 02:15;0.00615671;0.0104081;0.0419015;0.0142803
14.04.2016 02:30;0.00944036;0.011102;0.0293307;0.0131809
14.04.2016 02:45;0.00820914;0.0120561;0.0314257;0.0140875
14.04.2016 03:00;0.00861945;0.011102;0.0314257;0.0106534
14.04.2016 03:15;0.0110822;0.00962753;0.0314257;0.0108575
14.04.2016 03:30;0.00944036;0.0085;0.0356161;0.0089874
14.04.2016 03:45;0.00985097;0.00962753;0.00942776;0.00995081
14.04.2016 04:00;0.00861945;0.0113622;0.00418986;0.00978077
14.04.2016 04:15;0.00861945;0.0106683;0.00733283;0.0103702
14.04.2016 04:30;0.00615671;0.0117958;0.0146657;0.00878343
14.04.2016 04:45;0.00656731;0.010755;0.0115227;0.0100868
14.04.2016 05:00;0.00697762;0.011102;0.0104752;0.00980352
14.04.2016 05:15;0.00738823;0.00997443;0.0083803;0.00991675
14.04.2016 05:30;0.00656731;0.00962753;0.00418986;0.0120475
14.04.2016 05:45;0.0106719;0.0104949;0.00942776;0.00969016
14.04.2016 06:00;0.00985097;0.0095408;0.0157131;0.0236643
14.04.2016 06:15;0.00903005;0.0100612;0.0115227;0.0279711
14.04.2016 06:30;0.0102613;0.0104949;0.00733283;0.0370945
14.04.2016 06:45;0.00861945;0.0115357;0.0146657;0.0298071
14.04.2016 07:00;0.00656731;0.0159591;0.0104752;0.0422512
14.04.2016 07:15;0.0381724;0.0150051;0.0125702;0.0670376
14.04.2016 07:30;0.0619789;0.0141377;0.0178081;0.0691909
14.04.2016 07:45;0.0291423;0.015352;0.0167606;0.0680917
14.04.2016 08:00;0.0229856;0.0156122;0.0115227;0.0643176
14.04.2016 08:15;0.0291423;0.0151785;0.0157131;0.0674683
14.04.2016 08:30;0.0213438;0.0191683;0.0157131;0.0684316
14.04.2016 08:45;0.0238065;0.0498723;0.0178081;0.072081
14.04.2016 09:00;0.212756;0.034954;0.023046;0.142475
14.04.2016 09:15;0.310628;0.041459;0.0136176;0.310628
14.04.2016 09:30;0.363667;0.289503;0.0115227;0.363667
14.04.2016 09:45;0.416705;0.416705;0.019903;0.416705
14.04.2016 10:00;0.469744;0.469744;0.183462;0.469744
14.04.2016 10:15;0.471845;0.471845;0.471845;0.471845
14.04.2016 10:30;0.473946;0.473946;0.473946;0.473946
14.04.2016 10:45;0.476047;0.476047;0.476047;0.476047
14.04.2016 11:00;0.478148;0.478148;0.478148;0.478148
14.04.2016 11:15;0.478326;0.478326;0.478326;0.478326
14.04.2016 11:30;0.478505;0.478505;0.478505;0.478505
14.04.2016 11:45;0.478683;0.478683;0.478683;0.478683
14.04.2016 12:00;0.478862;0.478862;0.478862;0.478862
14.04.2016 12:15;0.480622;0.480622;0.480622;0.480622
14.04.2016 12:30;0.482383;0.482383;0.482383;0.482383
14.04.2016 12:45;0.484143;0.484143;0.484143;0.484143
14.04.2016 13:00;0.485904;0.485904;0.485904;0.485904
